NU_INSCRICAO,NU_NOTA_MT
e64ad901853230e396be49311ea98121c348fac6,461.9846529193112
8532af19be3729ea233c1f29e4c015820fc7fb3a,475.4038826834541
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,448.44515442317373
26853fd075fe27954772c3070997635b94f32b83,436.8935858296027
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,512.3951384027059
574ec310dee846f9ae8eb278480257d463f6fbcc,463.5285656387628
8a46e35787225c3e7adef2b998ad9c93a952106b,550.6507261040235
b62bf908b504e8c6898777a7f5b88afed358caea,426.44248466152317
10d22971ca4f53fc62d02905809ff1c37fbb68fc,590.6470344797472
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,429.0608795556158
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,580.9530489874535
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,461.90340427311713
d76614020539405f481c0f5ffb9e6f88a0bf21b7,451.8536854362712
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,491.2389961774519
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,448.37962804841385
176b027cd932b17fcb6f119cfcef338a175062b8,423.2547410047047
41474f2dda61d97f38ba79906d3dbcce223d1bd1,536.893456090167
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,476.8019051888259
d4e97da32ccb6987ec074aa48c24ce949c05a78c,433.80433735962254
95c1d266a2524560761df98b376c17604733a6ad,515.7223621297377
c11c4303d2632cde64105a35554ecb77a8564260,464.00797712882314
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,475.95180077699587
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,533.6854368169887
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,443.5965576587441
580c34923cbde328e0aef1641dd02033fc862c04,456.14837891166343
29d8bf198da9caa59047268faca60207da24d1b7,522.012168360407
1b3f80a1cd9fff0408e96169fcaf006936b34fed,442.11669244476576
b5932043b62e0c58e16e2cc2c9d5489390e5c895,455.0701125943633
99092cc60948943c59d68d62ed81a75a03059113,448.8840269914949
dd69fca6f17420dc911016a79e70583ca7ea330d,426.5166466379314
d387995af060965fb9d18973f3dbf4904f071066,423.12468253232413
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,454.75462133246083
543674772357cf9d8a7a8e7dfb89384af80ec30e,496.2670579320664
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,449.55135032722063
0736d379ea0962e316ce84cce8e883321be36abb,434.15347835212054
98cc842c547c69a0d27776e272fd8b61131b0b37,426.8148556628291
890b7696fa85ca2b3e90b3951efec2135e88d5cf,446.42945541129916
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,717.2891311101326
d84b48f7dc7a6e387e6e985525143589754c5b13,462.0086472287994
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,528.1451399599348
dc4fe9d4124d9278f58f6f999711116a3fe58be7,462.1288431701136
f6624d763619c0898b34dc02adf06f53a1721cd0,429.2296957240486
60b1c12559860e7ad966da4c4db5c78e17278fc0,499.5899480285936
4f365503582b97ea96462d0d36895a5e7f5926df,429.94076357882017
c80869804effb21d50cc8fff3f4c27ba5521240c,420.3954324267692
d0f351638d60e84b890a498d69c9a7961cdcdf36,445.70518825590335
48e8ec135997ff3676648d5c144c3c7150a7bbb1,432.34494355863666
45484014aefd10ea3e4b08fb93e66c251709cca6,445.3923675937949
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,451.8476861365795
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,424.6467963864393
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,570.1338614825987
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,429.2693053299967
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,542.1079875830724
c83c66733c5bd90a59996e473bb69e44f6522976,426.9469533476004
87f89c855f377c5b100ad2986cc6569e31d94a98,551.2768670133624
eaecf3dd32668664e1dcc2d6c7a69042824806a6,439.79494861639995
c59b370d3aa06b68878c836bceac844953d74972,443.02144908584745
b2128312e70fdb830091aecb6b27d82617e2e226,413.6183526707092
8257941af168c0cc15f28bd596fd922352dae732,429.7894210969378
854ce153823802674f35bbe1ec010b12e9b3a56f,439.45496317646297
27f1db4e266b154f6f7fbef9c225fab472652a7b,436.07942303471424
11b90bed4a05d11169f308370faf81d6e9ca2c4f,421.0343552373665
e001e1d73163c327a4d800697b1b36cd6921f60d,453.3608793764608
b83424ca8973e4b2eebf6eb9e26e842999432d22,414.75089625949755
912d751c54b46c860c5ba61666fc6fc59ca2689d,407.9752590098439
e114f7b197069bde8e158a0dbeaa022dd0c4e280,439.6390697382163
fa84edf183bd459ea9394d77bdc191683a75ff66,559.5667316851008
76190ff09a736ff83169394b770699b2709c5a27,468.2448061519135
515db15df8581ae72bb8e8358833016adee74e02,444.1416349969599
e2a05053c19e6fba60d0e582e6c7f371728a7106,451.1046920985364
2378556841bc8d5746f2b94d6adefc2db20f9518,523.3082268883361
796d558152d241567f8a72b535a5e36fe78886f3,434.5718173288947
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,541.5668099180035
3c748fc7a94edb7ac1484373751ffa8574a3281d,432.6450929626997
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,418.45069812140076
10a1e8808e744c619376bff659f859cd71e8c41d,437.79152356433605
fc959dafc37dde3f173f083486d84ce5c817443f,441.52831697864195
6979d91c0a1903a336c640e14eed100821a0e24d,451.5787609119073
d4e37c4c1235ce014392f6c8ba0436f195b9e459,532.8768421686083
565a955a60c6073157aa869c0351c626a7171ef3,538.9674917135668
99be797e423b5ae08fe342ea772738f71975df47,678.2182291027382
b579ea83f2d6c15b2c717d16a89827d65f39904b,472.80722052904815
e9373b5c22567bec508f2fa2580e4dc3ff687caa,535.7729555873781
a465af361b68bd536dd8bf61d522b9b21755ab60,517.6706512216791
c8feec2a94d996d03534ce935dec7a034667f107,776.5317931347938
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,458.6048443657578
f4f7888cfe88b7a3b0f3d94749921976353ae82c,466.31551274180123
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,462.5487439423862
2e466f15ac7b80870736fac2d0cf4bd7f362e852,438.16119937547336
fc83a5c665f70f39b4c7d326118cbf21a898e660,574.1705860783312
ced4913c2220be57c54bc9f87bb4f441d5976671,445.2763627429419
880ade460a231d722e8bb0e4d17f3c8f77663d37,421.809967930891
7c869f5b89ddf3130c87011b6508ee59e32682c5,447.5390883495446
9027f65d4e576928ca59690c280050c53d66506a,655.3941858300642
09eb415bcb9842d207139c8bddf32427a134d51e,540.4888157370525
f8224c83e27f4921df62876f7ff660b1dab3d974,460.70740542416814
dfec3182aec0997207e0845b072498065ec89aac,664.7859366487174
d653549f6d0ba70e2113b2cc56e9a83e331d2462,571.3896407862151
e95674df974af80342f676ca9e3540aecec2b8dc,491.55607075743836
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,536.8959569637166
22d86e8b43a9412df86ec15ac231b9919e3ec905,453.39089637790306
1c61035799f6afe7f44c1fb68567d7a8945c3943,595.9973623181687
d5ed4b8732b0d7127a64f7e71137d321c56cc198,430.3219676793005
63edbbe59337f861a710bee4fe8a691d231f23da,431.6528195095938
21b8ef230efbfca6b5f15b36a3243d76ed390967,502.27812190235136
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,405.7329310474446
3de3c134579726fe4606b7a05f82ce19f00adb09,683.0369672265654
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,429.6228728417496
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,427.06305667133364
520c60d32fd2af8be76abd332859b36d8ae45900,465.2887953859177
6cb6e2310b52c2898e500f81bea938446592568b,479.41538195191623
0193b535914e1c5a445bede11a408bf1709cd3cb,456.63252426129065
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,489.1303362387601
9b378e3937af8e97d4753cdf0c8917306354aaaf,467.7730266285228
1c92f54a5fe563622a0e23cf116461a7e147efd8,558.1308127484276
90facc45f7578775e3278aa0bd4fb59dad4d37c1,445.1876190447085
c8062c4cc7e023996bd37b87295f5a2957ddb172,463.3538445211257
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,554.4636081706442
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,436.5820652715018
1b61f7e184c7040ae4cea725153965e1f7f75308,438.5073659252151
95a9c65324583892b2d1a0c1c5163488f92d4a6d,413.9110778196491
5b7e7632cf766876026d0da6aa7c6df77bc13438,447.59942655317315
96fd0462597b8cf21b1e918c1947106cd8359e5d,508.20442650763067
5c1cef937c40bf8c30c119160bedde7ef679454e,628.8270164793845
e39fbeab552a4b6492346d821d095c3a0d691555,435.53709214171545
93694c58636eabfe86550e734efb3775ba4d739f,483.3571725387955
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,657.6806597981608
6c05e70130682975c1485a862b6e08b895650671,433.17450882796464
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,421.2662400913986
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,409.7809867070759
283df09083d3c7bec2590f22355c7ba32ec88623,487.7042533720931
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,570.277999547469
23131f453efc29c2af9553d307692c60a3add1ae,439.90869744333247
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,431.2019367960257
941646a7d24ee2837d7de90ff0a736bb8f61d68c,414.47706935645084
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,501.73335416860664
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,432.4289224893078
72882a9cffe151d94be90e02ce3967a91b628099,477.84860454385813
cf62916c9829bd3ad05104151eee856d6de7ca1c,626.699011556762
6b8f4241357e65c0491cc0ef96396f811574134c,451.7567709569957
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,427.4346631994623
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,466.26171204351186
8288badec4740382dbf7c33e4095cd4db0021bf7,413.5482801070162
5e139289eb167622f915eea3d1d6e49d15d1c873,508.8408905241344
fc050b2c8fa3446890fe1418332352177dd34506,443.81538836524385
8f309746992f374b4c2ea88f171233a9469ba649,443.593734580715
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,462.13570909505177
145b6344526f9df32f4046c8227282477c51d69f,437.55833195244196
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,480.6677681383821
b23775f4cd460ba687d77b058f2bc46381a0fbfe,445.1940474965456
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,634.6725659894307
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,438.0611924389929
2bf8abe8000927aeff885fdb26e82579b54bb657,427.2862407134081
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,494.97711956472284
3ef584654da4e658ecdffb68bc4398c97f850ccf,430.43514254451503
ea90166cae72eec871b4100ed8df997253bea84b,473.2519965733654
0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,520.3702540002417
39e7d2bf0be98a9698aa1369b7ca5576d392a777,447.5923315004872
01d88812b1d865b9797b9c57ed7538527593eb1d,544.682338314992
879d82fe92a01214851fbeb62cd533fbc9d4ab87,550.5767927118135
bddbc541b26cbdc46bf0e2df980a3c8078f13cb9,451.081911384567
a185d42f150631e1f22e1d81f965dda9833d0bec,441.21545932309635
c5994a51d6c24ee4360aee344cebf55bd01c39e3,519.7964525910772
bbe2574187920d91ca67a657c5a476f92f8ac142,455.0955877008946
8637d558542ccd4a1cd1d3ab336711edad60a966,450.8732687288797
30fd3c461823b211ad79159256fdb3eb101deff0,431.51552812787514
88c22a24bf7c1f218cdd78973beb0e93d5fabbfa,439.8386681766229
4d12becc50fceaa6423313e98858cee7d438cc36,481.95570915420734
5c55594ff65d25732d6104cf60588ae877cb6e9c,633.9958628524549
ebd6ed760a482a95ddc04d78254761296ea73608,516.4588085041966
4ea487e7fd10b89407bd3c72366366f5b505847f,531.911966522918
0a5d7cb6bd339bb5ed303bbba82a3c0e10b1a405,454.3411489082351
49a9374bc759c6a4d1f8fce5ade5908afe72803c,466.2538743908976
4f735bfdc3f9ff0ca502f569e2511fe07c48f16c,464.3516624789629
0f31c91179f811dc6de3d071914cba2716013473,430.58956229474694
0d5e00d498ff6f08f74dad2a0d8f566f0c82e978,459.4108329007121
a945e7b0eedbc6722edf61c6e9115199efa0e79b,622.6916379016476
b52cae71211465e9b76723d1dab3cbb973a76a5e,436.1296965800042
c64825379cc10911781e842c315951b835c0246d,441.6596960680136
3bbcc2404ed1002943c4a80215c47ff1ba31ebbf,465.92750677098576
d077ad9b71684906e32bdfefac01c893ff875c40,504.01581151883823
0e02316fc08deb2a0ccf7b606d3564cf17d6763a,425.875646679947
44cb1704d691a020beab734f494635e2603af38b,455.5723886327085
c1605ac858a2c5e7a3d674bc0dc56b9bf9fc9b67,464.4745499022685
623b39408740e01c79d585779f119b7bd31aca5e,456.9722535275484
0954f039d7ce9b83b763b6406d3be54af9d386a0,442.07366142481015
feeb6dcbdd5c1d3978768ecfba0f415b01b8cb3b,472.6731356737649
bc764ff3e2905ae18491fcc46b2cf1812bf43771,590.6686004587599
4d0b3bca1ec9337bb27b9d6710702ebb79a90046,532.1285546582086
b62836e36b6a37a18823b0176647b31ed84bd759,440.25990743836377
48b56e1d641022967e5b2791de675d524b685afe,479.45632797727114
6432732876989f4279e03bea20c37a21e0ce488d,758.7448065175238
c322f8d156e174e549a44fdde96be32358ab85a3,438.3098098047638
92f7742f9719e14801466a45e33f904e27be2b17,450.30158459320415
8f00986f46ca0c0eb14d9d8e811919bb76d29fed,431.3543075724496
bfa438beba3914291e0978747404004f6ac79179,430.4136346991545
9f7b8de3a22fe246b22d46de9b4c1d219eb1dbba,412.2203841639602
7db2c8ad5fbddb754318a9f7d0503ef849ef5729,423.7766025512265
9ee6755fd1b35eb53b9ec0d1afeddae8b1d8f38c,475.24573747771666
ae6a72fb90a0c32b27c4aa45ff692c3783de2290,424.51458097637845
b10d3fcde629e4b68758d3dc58911a113837d255,484.07567626955324
2f63a217a4f812d4bb8e3a4a569d43ee7b36a2b2,417.2101412831193
587f219b07191d201677be07e43852b73a5dfeda,449.17895625619093
c669af3c60a62511990ed5f486c525285df59750,487.22254344525
0dc0351a9da12f74bd5ebc918d60f9580be35182,441.73773543640783
20cf36f1ab557d2f44d1fba0291054ecb26d8a8a,430.444456413331
d053a386f5497719e02334cc444acc545258bc3e,542.5851190115591
446a666ce7e015158181ce032e318a2ceffad8e1,468.3447098258368
ad896f169fe2e02c8cda5553fc0cb4aa100fee20,437.768441444805
80069d0ec6aecb2f74d973c5bdc5c53ff2a48413,463.9098790911998
dc56167fb0ffcbf92624206591985da23ba078a3,445.3002004342565
10f8e410cadeee997d11e86ed5749c98c184f102,478.55552895685724
9c0cedfb49df5633bdc16bc263e8f574a1e283d2,447.9078555240149
b18c91072332db5e81e51adf0ad4a18c682fe025,422.2593348702832
0d6cc0da68e9b6242b5ce66bbc0ed812fc559874,453.12328481105067
040e479d45f83b7944be895d04b035489e544ab1,449.994540585108
b505434998285eb78dfdb4341e4a29cc13a2130a,431.33287993361427
b16fb245d399e311b54c8f9edbe23b0814c8b6d7,426.5282364320869
1167115298a1ed2c659e1e365224311af48ff8e6,522.1859636550755
ce62d6ee9ae7ef876a5642ccf61e1acf7f6aa12c,416.28997698991844
386238d9cc8f497486ec335159e3d3fb59d9d57c,495.91818370505996
abafba1eacd1b34ef2e197683cc1d19e7c47cd9d,437.5676238436827
961f5a44f06750c88181c1809c6d002252b8d4e9,466.0725333666998
24605a2eda427ea715d61e72f5e40d6afd31bcfd,612.3617945606244
9810f9ad1fed4a44dd3150d3a93c2321402176f7,435.8804368537381
0b01e142abc07e710ae4f8a315866d95f16d592b,533.6492057816348
ab9b69839b48825032b5f4778eea40e321c1ece5,477.42626376420367
3004e0b4f4b454854f0bb254473aa012e17071fd,673.5687199718612
84083dec8994b0da91c7be5bd5cf540a92d367f9,416.37894063488926
c7edc5daf30c7d84bb0b858deb7b6f0cc58fcad7,480.0406974965096
55a278c454fb7415451563c61ed46f5d9dc352d6,511.6862068144322
051c748ebab016611de489dfc13b6616d1070361,454.16294161106947
e2f476ff901b0c67a7df201c865aca3219bfd803,509.7662952992291
7ae5a82f05c571cbccd3d1057aa2ee320633335c,464.2692666757285
1c86c6bc97a76e31219f8902c13627c0de70c6cb,491.9560600546109
e6b0a19633e93aa0e26b5644d0142d79c7526d5d,447.75446386356936
acbc30d483ea45980ae8919a1e608acbb560d796,522.6942041832311
d4cc2188bbe4365cbbec0d8e697f5f982d217c55,487.71932279802127
3c049c9981020ef5f6968e0eec4e6969fd2f4b0d,460.9912147147596
a5c39ced20251de476553163291f5141f9b66d1c,405.66250232957736
6d9409ae58f72c208c0ad1c8168080a8deeef8a2,454.101000341197
85e6b7523bb635e5552fa91b4a79122118918668,521.957771596681
5443c9e35006e84510c518efc894c075b606c83f,425.6182851781403
80b9f96ee31137fbe9158841eb193d26d6dd762b,489.98595877050303
6091d7a1acb022b664e212bbc322932384824ab4,436.1554236141682
828f1541b637d7781583e98f754bbb433f2d1dd8,514.0873663627566
aace2a613988d1619385514862b227ec1a616255,427.75125465296406
45a6fba80a860b768d6b4172b97e35f0b06db075,498.10807538438047
4b93629e017653c27a7ac99b9ed6fafa003a6777,475.3859116983408
ddd68576dd27c673687d8b04057adc396a75f566,449.10368190515584
ed9e6225f3914f90c61a39572bf1ad207688a3f0,458.0911974992974
270692d94f5e7f0d9dca2a1acf8f3ab24dbe1bf1,541.4976557691679
afcb620ab13d96348763196f200b6bf94ab1c060,444.67681516429457
7cfb1d64261039d25784ecc70e9bf286ac9492c9,471.9026067997858
4cf6407fb9c6a86e31d6e45ed7ba4e0531279d40,422.1359249783613
5dc2bf0223a2c68ccc7a74e5c61571c31eb62343,428.5078751634804
